Id,Target
023428_003,2
010411_002,1
001356_007,6
030135_009,8
028418_002,1
035369_006,5
032406_005,4
023700_002,1
013657_001,0
000909_006,5
012509_008,7
007875_003,2
000862_007,6
003255_001,0
026887_009,8
031700_005,4
023994_009,8
005605_001,0
012731_001,0
018561_002,1
020755_003,2
030916_001,0
014191_005,4
006696_005,4
014584_006,5
008775_002,1
032163_007,6
035982_006,5
033605_006,5
018061_005,4
027208_006,5
003468_008,7
004021_001,0
020710_001,0
028216_008,7
037981_005,4
022409_004,3
038620_002,1
005276_001,0
019953_006,5
028797_002,1
034479_002,1
015571_006,5
009843_005,4
012367_008,7
020522_001,0
034314_001,0
038279_001,0
021849_007,6
008158_003,2
012898_002,1
018215_001,0
010752_003,2
039123_008,7
012074_001,0
035151_006,5
027316_005,4
015554_001,0
022963_007,6
023993_002,1
037369_008,7
007167_004,3
022311_002,1
034908_007,6
020544_006,5
003386_001,0
015139_006,5
016280_002,1
020644_006,5
025381_007,6
007266_009,8
010128_002,1
005545_006,5
037394_002,1
013138_003,2
007933_001,0
006941_001,0
010345_004,3
037197_009,8
010939_008,7
024852_007,6
010897_002,1
002343_001,0
002618_006,5
035712_006,5
016504_001,0
019389_001,0
009003_002,1
028381_001,0
034202_002,1
001058_001,0
018401_007,6
024447_001,0
000871_001,0
018428_007,6
030796_009,8
013544_003,2
029360_001,0
039337_007,6
014580_009,8
033346_002,1
001328_008,7
036780_001,0
038624_009,8
036114_001,0
026636_001,0
011819_009,8
016479_005,4
030182_008,7
038688_008,7
019179_001,0
015536_002,1
020474_001,0
021335_008,7
039246_003,2
016301_003,2
032085_002,1
003607_002,1
003499_002,1
020145_001,0
006596_009,8
008737_007,6
037437_001,0
028844_005,4
005712_002,1
024348_006,5
012988_002,1
013837_007,6
024831_002,1
028560_001,0
007145_006,5
009662_001,0
038074_002,1
032026_005,4
003743_001,0
006017_006,5
011634_006,5
023972_001,0
010435_001,0
025755_008,7
006051_001,0
031074_006,5
036367_002,1
005802_001,0
011221_004,3
008613_003,2
023494_005,4
025770_002,1
009301_002,1
007597_002,1
005782_002,1
011684_002,1
002831_008,7
031137_001,0
003548_006,5
036126_006,5
022245_003,2
009856_007,6
037713_001,0
032286_007,6
025954_001,0
022880_001,0
004873_001,0
006816_005,4
034728_006,5
003017_007,6
033021_006,5
015242_001,0
002399_005,4
023978_005,4
028473_002,1
024540_006,5
019444_005,4
033137_002,1
011617_007,6
010354_002,1
019032_006,5
038022_005,4
018752_008,7
020724_001,0
035901_005,4
002281_008,7
013050_005,4
025235_006,5
029806_008,7
003082_001,0
001928_007,6
027732_002,1
001009_004,3
031436_007,6
010204_002,1
029255_007,6
014806_004,3
029643_006,5
000565_005,4
022079_002,1
008927_009,8
003886_006,5
026256_005,4
033375_001,0
017230_001,0
034548_005,4
013972_001,0
025863_002,1
032390_004,3
007784_001,0
007463_001,0
002756_002,1
022490_002,1
027818_006,5
032277_001,0
026645_009,8
014717_001,0
002168_002,1
024822_005,4
010465_006,5
016808_006,5
033568_002,1
015702_002,1
006652_003,2
007608_001,0
034463_005,4
002522_002,1
013671_003,2
015610_002,1
000044_006,5
020082_005,4
017867_006,5
030784_009,8
018609_009,8
031846_007,6
029750_004,3
004285_007,6
015447_009,8
028230_001,0
011637_007,6
033523_001,0
038423_002,1
036885_002,1
017702_007,6
006469_008,7
005529_001,0
011370_006,5
001580_002,1
019667_009,8
021441_006,5
013899_002,1
030180_007,6
039787_002,1
032004_008,7
022944_006,5
039222_002,1
032624_002,1
019515_002,1
018263_003,2
012432_003,2
030471_009,8
010263_007,6
029026_005,4
018274_009,8
011075_002,1
005714_005,4
025285_002,1
038384_005,4
019994_006,5
030137_002,1
013451_002,1
021488_001,0
039076_009,8
024112_008,7
003756_001,0
033591_002,1
025237_002,1
009676_007,6
036617_005,4
014121_006,5
031842_004,3
022623_007,6
008780_004,3
000677_009,8
016428_003,2
009940_002,1
003341_009,8
035040_005,4
019172_008,7
003298_006,5
034656_008,7
027472_003,2
022225_001,0
033153_002,1
011262_002,1
016574_007,6
008664_001,0
022814_006,5
033124_009,8
030472_001,0
004603_002,1
014221_005,4
012313_003,2
003568_003,2
000674_003,2
002335_009,8
002288_009,8
018696_001,0
021327_006,5
009284_001,0
001092_008,7
006593_009,8
013898_001,0
032455_002,1
010989_008,7
006625_005,4
007392_002,1
020533_006,5
009038_006,5
020342_006,5
033843_006,5
033348_006,5
028847_001,0
007421_002,1
000730_002,1
024869_003,2
009169_002,1
019473_005,4
011986_008,7
039705_006,5
009034_002,1
036319_001,0
020778_001,0
012883_001,0
018510_001,0
026163_007,6
030037_009,8
019280_001,0
037020_008,7
014198_006,5
018257_002,1
011102_008,7
007638_002,1
019541_009,8
037219_001,0
002743_007,6
025587_002,1
012019_005,4
018783_001,0
034147_005,4
009204_001,0
023057_007,6
024430_006,5
010251_006,5
036483_002,1
028966_001,0
022545_001,0
028492_001,0
001459_002,1
014130_008,7
017019_009,8
030843_002,1
022968_002,1
022139_001,0
010341_002,1
020914_002,1
019030_006,5
029424_005,4
036656_009,8
029980_009,8
028419_006,5
019790_002,1
003012_001,0
036701_008,7
013511_001,0
015053_009,8
006872_006,5
014810_007,6
038402_001,0
006096_008,7
015255_006,5
034281_005,4
003140_003,2
034875_002,1
035511_001,0
009328_007,6
030125_001,0
024473_007,6
023517_007,6
018090_002,1
034716_007,6
007013_001,0
004348_002,1
007444_008,7
009635_006,5
021858_009,8
039259_005,4
005538_004,3
001867_007,6
021023_007,6
010265_001,0
000381_001,0
029491_001,0
010119_003,2
022501_001,0
025870_008,7
039429_001,0
018938_003,2
027113_001,0
015374_001,0
019118_003,2
026738_007,6
034850_001,0
028269_006,5
007702_007,6
011906_004,3
005999_008,7
011848_001,0
030044_001,0
037322_002,1
039546_001,0
029114_001,0
007855_001,0
028982_007,6
009199_001,0
019284_003,2
025859_005,4
004972_001,0
017907_002,1
030686_007,6
035365_009,8
033538_002,1
039320_006,5
024874_002,1
004382_006,5
005752_008,7
016351_007,6
031947_002,1
007610_001,0
022940_002,1
039780_007,6
030677_001,0
037664_001,0
035698_009,8
003191_002,1
010615_001,0
001764_002,1
036714_001,0
030797_005,4
014966_001,0
006438_009,8
006726_002,1
013100_001,0
003802_004,3
009683_003,2
033445_003,2
036477_001,0
039005_005,4
020783_006,5
036966_003,2
018843_002,1
017921_007,6
034363_003,2
034538_005,4
005879_009,8
035647_001,0
024374_006,5
032372_007,6
012679_006,5
012470_002,1
025243_007,6
006432_007,6
037961_008,7
008837_003,2
007355_005,4
005036_002,1
006208_005,4
013808_001,0
028324_009,8
030845_001,0
022135_007,6
016868_006,5
011672_006,5
038197_008,7
037823_001,0
037232_001,0
037278_006,5
006175_005,4
027589_003,2
010835_008,7
009701_002,1
037305_001,0
017884_003,2
037533_007,6
021706_006,5
025977_002,1
030544_002,1
026062_006,5
027643_004,3
029202_003,2
026962_001,0
022385_002,1
016027_005,4
013940_002,1
015896_006,5
011759_001,0
004449_003,2
006056_008,7
030286_003,2
034156_007,6
003983_005,4
014629_009,8
009048_003,2
028499_002,1
013331_001,0
012381_007,6
009025_007,6
023982_001,0
035503_003,2
025620_005,4
000228_006,5
004676_005,4
013099_006,5
011742_005,4
017243_007,6
024554_003,2
035015_002,1
002554_006,5
034402_006,5
023593_001,0
036943_001,0
005828_007,6
003228_001,0
011761_007,6
018069_001,0
018569_005,4
015253_006,5
004112_006,5
011496_002,1
012539_003,2
023046_006,5
014693_007,6
020175_008,7
024624_001,0
028083_009,8
035838_002,1
035367_005,4
038745_002,1
005496_008,7
016750_005,4
009138_007,6
009346_001,0
007983_008,7
015339_006,5
004211_004,3
004867_006,5
022695_008,7
001826_006,5
038148_006,5
014819_006,5
015546_006,5
007716_006,5
007179_003,2
028788_006,5
002310_006,5
022317_009,8
006158_007,6
013983_009,8
025301_001,0
015659_009,8
020922_005,4
000853_001,0
033170_004,3
039449_001,0
031474_001,0
012225_003,2
013453_007,6
013668_001,0
032491_005,4
017276_006,5
036994_006,5
006281_001,0
037239_007,6
034057_001,0
027880_002,1
024193_005,4
015282_001,0
024784_004,3
002199_001,0
022164_001,0
004898_004,3
032385_001,0
008751_006,5
011712_004,3
017328_001,0
031341_006,5
009822_008,7
010489_002,1
035530_001,0
037660_001,0
024616_008,7
013777_006,5
032049_001,0
014075_009,8
022616_001,0
027012_007,6
029338_001,0
000225_003,2
006125_001,0
014148_006,5
037468_001,0
014304_001,0
004057_001,0
012151_005,4
004654_002,1
012106_002,1
035525_007,6
038142_001,0
004240_001,0
014781_001,0
014602_002,1
027496_005,4
020248_002,1
028293_006,5
013868_001,0
037257_001,0
023486_001,0
001351_008,7
001129_006,5
002240_006,5
029944_006,5
001637_009,8
029906_003,2
020173_005,4
025780_009,8
013400_005,4
017643_008,7
039521_001,0
010986_001,0
003184_002,1
038225_001,0
018881_007,6
002516_008,7
037891_001,0
015581_003,2
022208_006,5
009259_007,6
013598_006,5
008942_003,2
022904_002,1
036871_002,1
032525_009,8
004450_003,2
011238_004,3
001037_005,4
034099_001,0
035018_002,1
031896_001,0
010965_009,8
006342_002,1
001297_003,2
029888_001,0
026934_006,5
016749_002,1
022918_001,0
026335_001,0
025384_006,5
031832_003,2
029269_006,5
021569_002,1
027071_006,5
004954_001,0
004993_003,2
017509_002,1
022251_007,6
017009_006,5
001222_009,8
037733_003,2
021910_002,1
027860_005,4
009429_006,5
033949_001,0
019935_009,8
012490_003,2
026292_006,5
001389_006,5
000872_006,5
039648_006,5
006422_007,6
032118_007,6
023399_009,8
006674_003,2
037830_007,6
000803_002,1
030248_007,6
028329_002,1
036512_006,5
006818_003,2
009108_007,6
009037_002,1
016490_004,3
009099_008,7
006496_001,0
034509_009,8
027402_004,3
021660_002,1
011429_001,0
029134_002,1
037926_002,1
035752_009,8
002732_007,6
031191_002,1
023538_001,0
039946_002,1
010217_009,8
024868_003,2
025794_001,0
022489_008,7
034806_006,5
024948_009,8
023205_003,2
016179_008,7
032980_007,6
037732_006,5
002677_002,1
039074_001,0
038385_001,0
006521_003,2
018555_001,0
024626_001,0
024482_003,2
037557_001,0
004745_002,1
000195_001,0
019743_009,8
036798_008,7
011322_002,1
007426_001,0
000699_002,1
039373_002,1
019483_002,1
004200_006,5
021430_003,2
030176_006,5
010208_007,6
029786_001,0
020597_002,1
015912_007,6
014425_002,1
013714_002,1
036441_006,5
012765_005,4
015458_002,1
029758_003,2
000032_006,5
019335_006,5
005419_003,2
037726_009,8
034556_005,4
004738_005,4
023907_002,1
006129_001,0
024612_007,6
034622_008,7
005953_007,6
033621_006,5
037931_001,0
032746_005,4
028500_002,1
005072_005,4
027797_007,6
030054_003,2
036522_008,7
002035_001,0
036147_006,5
000229_009,8
029197_005,4
002280_002,1
020561_002,1
030323_001,0
036451_007,6
028524_006,5
005435_001,0
006419_001,0
024144_009,8
036817_001,0
021377_001,0
015723_002,1
008584_005,4
035877_001,0
007700_005,4
021164_006,5
028161_001,0
039407_001,0
029685_002,1
032273_007,6
012315_005,4
025496_001,0
019029_006,5
000043_002,1
012936_007,6
021991_008,7
004309_001,0
007289_002,1
034730_007,6
003655_006,5
037478_009,8
004550_002,1
019130_001,0
014453_003,2
004846_008,7
021459_002,1
010727_002,1
028125_003,2
013354_003,2
024107_006,5
007580_002,1
011447_001,0
008635_002,1
016469_003,2
006838_005,4
022099_001,0
006892_006,5
017006_009,8
038930_002,1
033868_005,4
029842_001,0
037033_001,0
039715_002,1
033225_002,1
000653_004,3
003489_005,4
005628_003,2
023355_004,3
006533_001,0
027583_004,3
019058_003,2
031604_001,0
019202_003,2
013637_008,7
011596_001,0
029153_001,0
038304_006,5
010460_002,1
014836_002,1
039937_006,5
005157_007,6
039538_006,5
030575_004,3
007868_002,1
000207_009,8
036330_006,5
011738_002,1
007534_002,1
015222_003,2
002598_005,4
016917_009,8
021162_008,7
021032_005,4
002668_002,1
014981_001,0
006921_004,3
016956_008,7
038710_006,5
017110_006,5
006470_003,2
011845_003,2
031309_001,0
017401_002,1
021021_006,5
023395_002,1
021432_008,7
015894_002,1
019103_006,5
034184_006,5
018743_005,4
024749_003,2
024373_004,3
018410_008,7
030480_002,1
001498_002,1
009435_002,1
012473_007,6
039724_003,2
016672_005,4
014932_002,1
039547_001,0
035118_007,6
029287_001,0
035424_008,7
006380_006,5
019317_003,2
032645_003,2
038301_007,6
007330_006,5
028417_009,8
011996_004,3
032581_001,0
017958_006,5
022800_008,7
024362_002,1
015439_002,1
024481_006,5
036219_004,3
015155_002,1
013745_006,5
026459_001,0
017195_002,1
027640_008,7
003973_003,2
020902_001,0
034720_006,5
000465_001,0
012576_008,7
001321_003,2
005960_006,5
019534_007,6
008100_001,0
013980_002,1
035153_005,4
023816_006,5
025546_006,5
002693_003,2
029119_001,0
005800_001,0
004875_003,2
006796_003,2
001075_006,5
012699_007,6
016908_005,4
016985_006,5
013701_001,0
027059_001,0
013734_004,3
006614_002,1
012569_008,7
029949_001,0
013089_005,4
027108_003,2
030116_009,8
038035_001,0
021099_002,1
024322_001,0
031182_001,0
020281_004,3
039967_002,1
029708_006,5
029385_001,0
013691_001,0
005767_005,4
003955_006,5
016441_006,5
002993_001,0
006793_002,1
038955_003,2
017309_003,2
004788_002,1
009022_008,7
005699_002,1
039159_007,6
023477_002,1
023832_002,1
034212_008,7
026175_006,5
004277_007,6
007514_006,5
016910_001,0
029753_002,1
005570_006,5
027292_009,8
003144_006,5
030752_001,0
029956_009,8
009252_005,4
013198_007,6
039059_001,0
031675_003,2
022160_005,4
014451_001,0
012485_006,5
033938_003,2
034762_001,0
001987_009,8
033006_006,5
019641_004,3
008026_002,1
027800_001,0
027435_008,7
025656_008,7
038604_004,3
010841_003,2
024699_003,2
014795_002,1
033500_001,0
003985_005,4
032703_006,5
037499_001,0
039218_002,1
031396_003,2
030110_001,0
028789_009,8
020443_004,3
026379_001,0
014829_001,0
013949_004,3
035994_002,1
029225_006,5
005254_002,1
012162_001,0
031073_009,8
022232_002,1
023140_006,5
000898_001,0
015506_005,4
011808_003,2
028593_006,5
002211_006,5
002551_006,5
000365_002,1
036092_008,7
035619_005,4
017535_007,6
039268_001,0
010551_002,1
033126_003,2
004780_006,5
019289_009,8
022338_004,3
027885_006,5
003834_009,8
011316_007,6
038514_007,6
032170_002,1
029566_001,0
018541_008,7
011826_007,6
018209_008,7
020804_003,2
030305_005,4
014977_001,0
018925_001,0
039899_001,0
021920_005,4
007186_002,1
007240_006,5
008230_006,5
024483_002,1
030947_009,8
016742_001,0
012876_001,0
006455_004,3
013170_009,8
007378_001,0
034090_005,4
016012_006,5
035071_006,5
032867_003,2
010236_001,0
035858_003,2
020792_006,5
013823_001,0
026364_002,1
001900_006,5
029822_007,6
034340_007,6
023931_009,8
002870_006,5
005988_006,5
001949_002,1
009919_006,5
035791_003,2
027770_008,7
002678_007,6
015507_006,5
037023_007,6
024545_006,5
024147_003,2
029976_007,6
033718_001,0
016316_002,1
011000_007,6
027123_002,1
033418_005,4
025305_005,4
013612_006,5
008846_002,1
006492_005,4
024410_006,5
038378_009,8
039933_002,1
025360_003,2
000879_003,2
009818_004,3
027947_002,1
032111_001,0
000693_002,1
003660_001,0
013025_006,5
032870_003,2
037296_001,0
016145_007,6
005690_002,1
005509_009,8
018076_003,2
000831_002,1
013463_001,0
023223_003,2
017575_001,0
012029_002,1
031568_001,0
012085_003,2
036286_005,4
016600_003,2
037782_002,1
016936_002,1
009120_005,4
034934_001,0
006971_006,5
023867_002,1
011096_009,8
004282_007,6
014125_002,1
030678_007,6
019535_005,4
022397_007,6
014574_001,0
038526_002,1
035343_006,5
024672_002,1
031430_006,5
030420_001,0
034413_005,4
018470_006,5
006357_001,0
032755_001,0
027971_002,1
037792_008,7
039156_002,1
031263_009,8
020379_003,2
007917_009,8
023866_009,8
038256_002,1
034355_009,8
036704_003,2
002320_002,1
000046_004,3
029293_001,0
015033_002,1
018040_007,6
001560_006,5
025950_002,1
010544_001,0
017913_002,1
032253_001,0
014427_001,0
007721_003,2
011804_003,2
019157_004,3
009921_007,6
017615_009,8
015724_003,2
006162_001,0
030502_007,6
022553_001,0
039427_002,1
004742_003,2
031389_001,0
015473_002,1
020975_007,6
010421_007,6
019206_003,2
034555_009,8
019405_002,1
035372_008,7
037814_001,0
034686_001,0
029821_009,8
004414_006,5
014504_006,5
015315_006,5
016500_009,8
008171_002,1
023074_001,0
008245_001,0
002447_005,4
015342_007,6
031935_003,2
023030_008,7
039962_002,1
036710_001,0
036044_001,0
006447_006,5
037214_008,7
018682_001,0
009691_001,0
002774_009,8
009514_008,7
024488_001,0
015542_004,3
030676_003,2
029536_005,4
025811_005,4
019636_002,1
037418_002,1
029104_002,1
025008_006,5
014293_008,7
019676_007,6
015895_003,2
028816_002,1
009397_008,7
011816_001,0
023426_001,0
025571_006,5
036313_001,0
033123_007,6
011526_001,0
011076_007,6
039273_005,4
017691_007,6
036474_001,0
027449_001,0
031351_001,0
026770_005,4
003230_001,0
034512_008,7
024049_001,0
020999_001,0
001723_002,1
039201_009,8
020186_006,5
027999_002,1
028929_001,0
001391_007,6
014617_001,0
017131_005,4
032227_002,1
035192_001,0
018073_001,0
034301_004,3
038473_008,7
039126_006,5
022078_006,5
008122_006,5
039896_006,5
028228_009,8
003122_006,5
023012_002,1
004893_003,2
001682_001,0
030482_008,7
025673_003,2
005139_002,1
005113_001,0
020823_004,3
035474_001,0
013768_001,0
021600_001,0
037120_006,5
023006_009,8
026090_008,7
038903_006,5
011163_002,1
032463_001,0
029079_006,5
016037_007,6
037750_002,1
001424_006,5
039032_005,4
036397_001,0
015938_002,1
024217_001,0
002086_002,1
004439_005,4
013623_003,2
001425_003,2
034726_005,4
008269_002,1
016967_001,0
003371_002,1
015950_005,4
025246_001,0
025742_008,7
025387_002,1
012012_001,0
005410_001,0
038772_001,0
014472_002,1
030440_002,1
033729_004,3
034145_002,1
031752_003,2
002620_002,1
004079_007,6
009230_007,6
008598_005,4
013833_003,2
037006_007,6
039809_002,1
003456_008,7
001433_008,7
022715_006,5
024720_001,0
006237_005,4
028129_001,0
017523_001,0
009130_005,4
031562_001,0
027025_004,3
034234_004,3
029547_009,8
029893_005,4
007584_001,0
024197_003,2
038973_003,2
011897_008,7
031655_007,6
032701_009,8
018528_003,2
006059_009,8
005660_009,8
004472_001,0
023715_001,0
012557_001,0
011463_003,2
015944_001,0
021370_006,5
038828_003,2
024163_007,6
002197_007,6
006739_006,5
008699_006,5
019785_007,6
025232_009,8
027242_003,2
031782_001,0
010815_006,5
033535_005,4
029233_003,2
028842_001,0
000941_006,5
019373_002,1
012767_002,1
036125_007,6
013827_003,2
026815_002,1
016965_002,1
028501_007,6
000500_001,0
012114_001,0
039727_008,7
018264_009,8
015564_002,1
039494_002,1
035913_007,6
019701_005,4
025006_006,5
029393_001,0
007737_008,7
010672_007,6
017676_009,8
008934_008,7
009250_001,0
036620_001,0
010448_001,0
011569_003,2
033484_001,0
021663_002,1
023347_002,1
032421_001,0
025431_001,0
000252_004,3
019887_007,6
004090_006,5
013224_001,0
026822_005,4
001777_009,8
001469_001,0
011776_009,8
026908_007,6
028155_002,1
007346_001,0
030988_005,4
025140_002,1
012389_009,8
011290_002,1
037952_008,7
005080_005,4
019918_002,1
018388_009,8
012034_002,1
007362_004,3
007988_002,1
014958_008,7
037115_001,0
021654_002,1
021353_005,4
035692_001,0
000100_004,3
007082_002,1
035102_002,1
031648_007,6
014217_009,8
013700_001,0
006651_005,4
008146_009,8
003203_008,7
000003_003,2
003746_003,2
025511_003,2
007278_006,5
039975_001,0
037873_001,0
001402_002,1
032136_005,4
012599_009,8
038379_009,8
015726_001,0
037423_006,5
021578_002,1
000580_008,7
010113_001,0
013124_003,2
020647_008,7
007682_006,5
039483_005,4
002727_001,0
012376_009,8
006117_001,0
032430_002,1
023340_001,0
003957_008,7
017943_006,5
021292_007,6
024241_008,7
035780_005,4
029345_003,2
001802_001,0
019616_007,6
034105_007,6
025119_001,0
035820_006,5
039850_001,0
013622_002,1
022081_007,6
024942_006,5
019821_009,8
027158_008,7
037996_007,6
016876_005,4
015366_002,1
039338_002,1
037318_001,0
007182_004,3
020468_007,6
030196_001,0
008939_002,1
029655_001,0
017278_008,7
030077_009,8
029625_002,1
039712_008,7
035052_005,4
014260_003,2
025120_009,8
031746_002,1
031374_004,3
015487_004,3
028374_002,1
037585_002,1
019655_002,1
023231_001,0
022762_003,2
009540_001,0
028523_007,6
004839_002,1
011335_002,1
010469_001,0
039537_002,1
008133_009,8
008919_007,6
029716_003,2
004146_009,8
018489_002,1
027120_006,5
033508_002,1
012119_003,2
037865_002,1
024360_002,1
036202_008,7
031334_002,1
009113_005,4
019665_001,0
039332_006,5
037090_006,5
027060_005,4
035121_001,0
036596_006,5
016998_003,2
014103_009,8
017293_001,0
002260_006,5
007006_002,1
020160_008,7
007698_002,1
011628_005,4
035625_005,4
000765_001,0
014007_009,8
030892_009,8
005899_002,1
003259_003,2
018968_003,2
018852_005,4
014200_001,0
024534_009,8
007806_001,0
035836_002,1
039024_006,5
015917_001,0
035233_003,2
020024_003,2
021902_001,0
002760_001,0
008614_003,2
038295_006,5
016667_008,7
029037_005,4
026211_007,6
032304_003,2
015237_008,7
007295_002,1
018828_009,8
024308_002,1
027555_002,1
020101_005,4
005053_007,6
031975_003,2
013309_003,2
019554_001,0
035355_003,2
013718_008,7
022607_006,5
003602_001,0
018112_009,8
002897_001,0
013235_005,4
028771_005,4
003855_001,0
029830_003,2
036647_002,1
019199_001,0
008341_007,6
019414_006,5
034170_001,0
001762_007,6
005411_001,0
013384_006,5
021054_005,4
009842_009,8
013547_009,8
028355_001,0
023766_003,2
023773_002,1
035479_002,1
036655_009,8
008016_002,1
023530_007,6
026073_005,4
011432_002,1
003018_009,8
013265_002,1
002274_007,6
008813_001,0
005032_006,5
010877_006,5
013242_009,8
027317_003,2
032716_006,5
009101_003,2
036653_001,0
010906_002,1
023679_006,5
031479_007,6
038134_003,2
021191_001,0
025471_001,0
005848_005,4
023200_007,6
017331_008,7
019740_008,7
006907_001,0
017790_008,7
001464_006,5
027268_009,8
019081_001,0
025599_004,3
007216_002,1
035020_008,7
006756_001,0
014599_004,3
007941_007,6
034567_005,4
018289_005,4
000806_002,1
033275_002,1
024842_006,5
032499_003,2
013302_006,5
024222_002,1
030887_001,0
038833_006,5
006423_005,4
007374_006,5
019417_006,5
013412_001,0
016022_007,6
033487_006,5
027481_001,0
033454_002,1
039141_003,2
021847_006,5
001787_001,0
031464_001,0
006508_001,0
016941_001,0
015743_005,4
037187_003,2
019348_009,8
029509_001,0
018630_006,5
006121_001,0
032445_003,2
030932_002,1
007260_006,5
012452_003,2
037832_001,0
016679_001,0
029459_009,8
019907_008,7
016830_009,8
027931_007,6
034504_006,5
013565_001,0
002156_009,8
016688_002,1
006808_001,0
024176_007,6
019961_001,0
035048_002,1
031468_005,4
005467_003,2
032679_001,0
027063_006,5
028652_008,7
034148_001,0
008728_005,4
004728_006,5
012314_007,6
024969_002,1
028122_003,2
039077_001,0
003696_002,1
031786_007,6
008365_001,0
004066_006,5
037889_001,0
011400_002,1
028602_001,0
023919_001,0
012596_003,2
004252_001,0
039550_005,4
029968_008,7
033946_005,4
020284_008,7
028031_005,4
014998_003,2
028205_006,5
014374_008,7
020659_002,1
036979_003,2
022563_008,7
030513_003,2
020765_001,0
009060_001,0
021304_009,8
030042_006,5
011192_003,2
005375_005,4
034616_002,1
000402_001,0
022254_005,4
001510_002,1
024027_005,4
014922_005,4
016472_005,4
014039_001,0
027322_006,5
015020_001,0
008090_008,7
027685_003,2
021538_005,4
024448_009,8
017593_002,1
001746_008,7
015266_007,6
023127_006,5
018163_001,0
021637_007,6
028061_001,0
037805_002,1
008409_006,5
003956_006,5
001209_001,0
039220_005,4
011212_009,8
021976_001,0
013238_001,0
008410_006,5
034612_003,2
016844_009,8
001545_005,4
016165_001,0
010166_001,0
007410_006,5
020446_005,4
023691_001,0
013494_002,1
033222_004,3
015093_007,6
000748_001,0
002768_003,2
000714_007,6
034013_006,5
011209_005,4
027521_007,6
014596_004,3
015658_002,1
033213_002,1
027613_006,5
030536_001,0
003316_002,1
011797_004,3
021932_001,0
010798_008,7
031630_006,5
036170_003,2
021151_001,0
008213_009,8
017091_006,5
002846_008,7
024439_002,1
013045_002,1
000708_009,8
015653_006,5
038118_006,5
006722_001,0
038006_002,1
034674_005,4
031548_006,5
023930_005,4
022229_002,1
023264_009,8
017547_003,2
008868_003,2
014738_002,1
030503_002,1
009063_005,4
008774_001,0
020388_008,7
017044_001,0
004010_009,8
010418_006,5
034312_002,1
036363_002,1
034248_003,2
004218_002,1
039971_006,5
029673_004,3
027282_007,6
016414_009,8
031009_007,6
026277_005,4
031493_006,5
017060_001,0
013239_001,0
000434_001,0
013022_009,8
009684_002,1
038817_008,7
004838_001,0
028893_007,6
027873_002,1
017314_002,1
007235_002,1
030442_007,6
039122_003,2
009077_003,2
038497_006,5
027502_001,0
002783_006,5
019314_009,8
026495_009,8
003067_007,6
012152_008,7
003825_009,8
037628_001,0
007193_004,3
032764_002,1
017842_003,2
036499_005,4
006746_002,1
004706_002,1
025436_004,3
036115_003,2
032530_001,0
012467_006,5
019708_001,0
017899_008,7
015611_009,8
008845_001,0
017402_006,5
010567_008,7
031952_009,8
033059_008,7
038525_002,1
031743_007,6
017617_009,8
035419_001,0
034284_007,6
001251_002,1
027997_002,1
038791_008,7
012754_001,0
001920_001,0
028530_009,8
003559_003,2
005925_005,4
012970_003,2
020821_002,1
000010_003,2
039269_002,1
002016_005,4
006789_002,1
027990_009,8
025334_007,6
014350_002,1
019510_009,8
030868_001,0
008495_004,3
013890_007,6
031678_002,1
027406_001,0
024859_002,1
023781_001,0
026553_001,0
020357_006,5
015792_001,0
011636_003,2
029352_003,2
011733_006,5
016862_004,3
013966_002,1
034901_007,6
031159_001,0
025830_007,6
018639_009,8
024103_009,8
010831_007,6
004521_006,5
004660_009,8
014462_008,7
033393_007,6
024354_001,0
002110_009,8
035564_001,0
001729_002,1
008900_002,1
015567_008,7
036713_007,6
001232_003,2
003804_007,6
001589_002,1
015853_009,8
028332_002,1
005574_001,0
026261_007,6
022583_005,4
018240_001,0
026928_007,6
030769_003,2
034240_001,0
008992_003,2
005505_002,1
025976_001,0
039134_004,3
012782_007,6
038528_002,1
021524_009,8
022389_002,1
015270_008,7
035866_002,1
032635_001,0
025908_006,5
023564_008,7
029898_001,0
009400_002,1
015389_001,0
036176_001,0
026016_006,5
012780_009,8
000834_002,1
037206_001,0
038711_002,1
023400_002,1
019640_008,7
011132_006,5
030530_006,5
009502_002,1
007853_003,2
026920_005,4
002021_001,0
033003_007,6
026353_004,3
011135_006,5
027584_002,1
008819_001,0
003537_002,1
038832_005,4
001866_002,1
006078_009,8
039530_006,5
012198_008,7
009356_007,6
021698_009,8
019795_003,2
020997_003,2
035571_008,7
010646_005,4
009731_001,0
028154_005,4
020277_007,6
029608_002,1
000745_001,0
028442_007,6
018320_001,0
039610_004,3
010441_005,4
028188_002,1
007246_003,2
021212_007,6
025947_001,0
035458_004,3
001317_009,8
018220_006,5
022396_001,0
036985_003,2
020574_008,7
027023_001,0
015968_002,1
034282_001,0
015558_001,0
025684_001,0
034376_001,0
024527_008,7
027866_007,6
008206_005,4
026302_001,0
021220_001,0
019731_006,5
003221_002,1
027798_001,0
032619_006,5
027308_002,1
023309_005,4
009350_002,1
029216_001,0
022082_006,5
023758_007,6
001861_006,5
018671_006,5
008227_005,4
029617_003,2
026079_001,0
009017_006,5
007250_001,0
024181_005,4
023233_006,5
015500_003,2
026137_009,8
007435_001,0
004346_002,1
029961_001,0
011718_009,8
039740_005,4
015289_008,7
033272_007,6
002058_006,5
008578_009,8
030385_006,5
036592_003,2
